Language,File,Level,SubLevel,PromptType,Question,Question_Sub,Answer,Answer_Sub
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 1 | 介绍","SUBLEVEL 1","warmup","你叫什么名字？","nǐ jiào shénme míngzi?","我叫……","wǒ jiào ……"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 15 | 看电影","SUBLEVEL 1","warmup","你喜欢看电影吗？","nǐ xǐhuān kàn diànyǐng ma?","不喜欢。","bù xǐhuān"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 15 | 看电影","SUBLEVEL 2","discussion","你喜欢哪国电影？","nǐ xǐhuān nǎ guó diànyǐng?","我喜欢中国电影。","wǒ xǐhuān zhōngguó diànyǐng"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 15 | 看电影","SUBLEVEL 2","discussion","你喜欢哪国电影？","nǐ xǐhuān nǎ guó diànyǐng?","我喜欢越南电影。","wǒ xǐhuān yuènán diànyǐng"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 15 | 看电影","SUBLEVEL 3","follow_up","你和谁一起看电影？","nǐ hé shéi yìqǐ kàn diànyǐng?","和朋友/同学。","hé péngyou / tóngxué"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 16 | 运动","SUBLEVEL 1","warmup","你喜欢运动吗？","nǐ xǐhuān yùndòng ma?","喜欢。","xǐhuān"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 16 | 运动","SUBLEVEL 1","warmup","你喜欢运动吗？","nǐ xǐhuān yùndòng ma?","不太喜欢。","bú tài xǐhuān"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 16 | 运动","SUBLEVEL 2","discussion","你喜欢什么运动？","nǐ xǐhuān shénme yùndòng?","我喜欢跑步。","wǒ xǐhuān pǎobù"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 16 | 运动","SUBLEVEL 2","discussion","你喜欢什么运动？","nǐ xǐhuān shénme yùndòng?","我喜欢打篮球。","wǒ xǐhuān dǎ lánqiú"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 16 | 运动","SUBLEVEL 2","discussion","你喜欢什么运动？","nǐ xǐhuān shénme yùndòng?","我喜欢踢足球。","wǒ xǐhuān tī zúqiú"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 16 | 运动","SUBLEVEL 3","follow_up","你什么时候去运动？","nǐ shénme shíhou qù yùndòng?","每天。","měitiān"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 16 | 运动","SUBLEVEL 3","follow_up","你什么时候去运动？","nǐ shénme shíhou qù yùndòng?","星期六/星期天。","xīngqīliù / xīngqītiān"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 17 | 工作","SUBLEVEL 1","warmup","你做什么工作？","nǐ zuò shénme gōngzuò?","我是老师。","wǒ shì lǎoshī"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 17 | 工作","SUBLEVEL 1","warmup","你做什么工作？","nǐ zuò shénme gōngzuò?","我是学生。","wǒ shì xuéshēng"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 17 | 工作","SUBLEVEL 2","discussion","你的工作忙吗？","nǐ de gōngzuò máng ma?","很忙。","hěn máng"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 17 | 工作","SUBLEVEL 2","discussion","你的工作忙吗？","nǐ de gōngzuò máng ma?","不太忙。","bú tài máng"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 17 | 工作","SUBLEVEL 3","follow_up","你每天几点开始工作？","nǐ měitiān jǐ diǎn kāishǐ gōngzuò?","我每天上午八点开始工作。","wǒ měitiān shàngwǔ bā diǎn kāishǐ gōngzuò"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 17 | 工作","SUBLEVEL 4","practice","你每天几点回家？","nǐ měitiān jǐ diǎn huí jiā?","我每天晚上六点回家。","wǒ měitiān wǎnshang liù diǎn huí jiā"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 17 | 工作","SUBLEVEL 5","wrapup","你喜欢你的工作吗？","nǐ xǐhuān nǐ de gōngzuò ma?","喜欢。","xǐhuān"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 18 | 学习汉语","SUBLEVEL 1","warmup","你什么时候开始学习汉语？","nǐ shénme shíhou kāishǐ xuéxí hànyǔ?","我从二十岁的时候开始学习汉语。","wǒ cóng èrshí suì de shíhou kāishǐ xuéxí hànyǔ"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 18 | 学习汉语","SUBLEVEL 1","warmup","你什么时候开始学习汉语？","nǐ shénme shíhou kāishǐ xuéxí hànyǔ?","我从2026年开始学习汉语。","wǒ cóng èr líng èr liù nián kāishǐ xuéxí hànyǔ"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 18 | 学习汉语","SUBLEVEL 2","discussion","你觉得汉语难吗？","nǐ juéde hànyǔ nán ma?","有一点难。","yǒu yìdiǎn nán"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 18 | 学习汉语","SUBLEVEL 2","discussion","你觉得汉语难吗？","nǐ juéde hànyǔ nán ma?","不太难。","bú tài nán"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 18 | 学习汉语","SUBLEVEL 3","follow_up","你为什么学汉语？","nǐ wèishénme xué hànyǔ?","因为我在中国公司工作。","yīnwèi wǒ zài zhōngguó gōngsī gōngzuò"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 18 | 学习汉语","SUBLEVEL 3","follow_up","你为什么学汉语？","nǐ wèishénme xué hànyǔ?","因为我想找到好工作。","yīnwèi wǒ xiǎng zhǎodào hǎo gōngzuò"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 19 | 打电话","SUBLEVEL 1","warmup","请问李老师在吗？","qǐngwèn lǐ lǎoshī zài ma?","在。","zài"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 19 | 打电话","SUBLEVEL 1","warmup","请问李老师在吗？","qǐngwèn lǐ lǎoshī zài ma?","不在。","bú zài"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 19 | 打电话","SUBLEVEL 2","discussion","请问你找李老师有什么事情吗？","qǐngwèn nǐ zhǎo lǐ lǎoshī yǒu shénme shìqing ma?","我有一个问题想问李老师。","wǒ yǒu yí gè wèntí xiǎng wèn lǐ lǎoshī"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 19 | 打电话","SUBLEVEL 2","discussion","请问你找李老师有什么事情吗？","qǐngwèn nǐ zhǎo lǐ lǎoshī yǒu shénme shìqing ma?","我要问他……","wǒ yào wèn tā ……"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 19 | 打电话","SUBLEVEL 3","follow_up","你有老师/李月的电话吗？","nǐ yǒu lǎoshī / lǐ yuè de diànhuà ma?","有。","yǒu"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 19 | 打电话","SUBLEVEL 3","follow_up","你有老师/李月的电话吗？","nǐ yǒu lǎoshī / lǐ yuè de diànhuà ma?","没有。","méi yǒu"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 20 | 旅游","SUBLEVEL 1","warmup","你喜欢旅游吗？","nǐ xǐhuān lǚyóu ma?","喜欢。","xǐhuān"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 20 | 旅游","SUBLEVEL 1","warmup","你喜欢旅游吗？","nǐ xǐhuān lǚyóu ma?","不太喜欢。","bú tài xǐhuān"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 20 | 旅游","SUBLEVEL 2","discussion","你去过中国吗？","nǐ qùguo zhōngguó ma?","去过中国。","qùguo zhōngguó"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 20 | 旅游","SUBLEVEL 2","discussion","你去过中国吗？","nǐ qùguo zhōngguó ma?","没去过中国。","méi qùguo zhōngguó"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 20 | 旅游","SUBLEVEL 3","follow_up","你去过哪儿旅游？","nǐ qùguo nǎr lǚyóu?","我去过中国/美国。","wǒ qùguo zhōngguó / měiguó"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 20 | 旅游","SUBLEVEL 4","practice","你觉得北京几月最漂亮？","nǐ juéde běijīng jǐ yuè zuì piàoliang?","我觉得北京九月最漂亮。","wǒ juéde běijīng jiǔ yuè zuì piàoliang"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 20 | 旅游","SUBLEVEL 5","wrapup","你和谁去旅游？","nǐ hé shéi qù lǚyóu?","和家人。","hé jiārén"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 21 | 星期天","SUBLEVEL 1","warmup","星期天你做什么？","xīngqītiān nǐ zuò shénme?","我在家休息。","wǒ zài jiā xiūxi"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 21 | 星期天","SUBLEVEL 1","warmup","星期天你做什么？","xīngqītiān nǐ zuò shénme?","我去书店看书。","wǒ qù shūdiàn kàn shū"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 21 | 星期天","SUBLEVEL 1","warmup","星期天你做什么？","xīngqītiān nǐ zuò shénme?","我去商店买东西。","wǒ qù shāngdiàn mǎi dōngxi"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 21 | 星期天","SUBLEVEL 2","discussion","你和谁一起？","nǐ hé shéi yìqǐ?","和朋友。","hé péngyou"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 21 | 星期天","SUBLEVEL 2","discussion","你和谁一起？","nǐ hé shéi yìqǐ?","和家人。","hé jiārén"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 21 | 星期天","SUBLEVEL 3","follow_up","星期天你觉得怎么样？","xīngqītiān nǐ juéde zěnmeyàng?","很开心。","hěn kāixīn"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 22 | 生日","SUBLEVEL 1","warmup","你的生日是几月几号？","nǐ de shēngrì shì jǐ yuè jǐ hào?","我的生日是五月一号。","wǒ de shēngrì shì wǔ yuè yī hào"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 22 | 生日","SUBLEVEL 1","warmup","你的生日是几月几号？","nǐ de shēngrì shì jǐ yuè jǐ hào?","是十月二十号。","shì shí yuè èrshí hào"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 22 | 生日","SUBLEVEL 1","warmup","你的生日是几月几号？","nǐ de shēngrì shì jǐ yuè jǐ hào?","是三月三号。","shì sān yuè sān hào"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 22 | 生日","SUBLEVEL 2","discussion","你生日的时候经常做什么？","nǐ shēngrì de shíhou jīngcháng zuò shénme?","我和朋友一起去玩儿。","wǒ hé péngyou yìqǐ qù wánr"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 22 | 生日","SUBLEVEL 2","discussion","你生日的时候经常做什么？","nǐ shēngrì de shíhou jīngcháng zuò shénme?","我在家过生日。","wǒ zài jiā guò shēngrì"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 22 | 生日","SUBLEVEL 2","discussion","你生日的时候经常做什么？","nǐ shēngrì de shíhou jīngcháng zuò shénme?","我出去吃饭。","wǒ chūqù chīfàn"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 22 | 生日","SUBLEVEL 3","follow_up","你喜欢过生日吗？为什么？","nǐ xǐhuān guò shēngrì ma? wèishénme?","我很喜欢，因为很开心。","wǒ hěn xǐhuān, yīnwèi hěn kāixīn"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 22 | 生日","SUBLEVEL 3","follow_up","你喜欢过生日吗？为什么？","nǐ xǐhuān guò shēngrì ma? wèishénme?","喜欢，可以和朋友一起过生日。","xǐhuān, kěyǐ hé péngyou yìqǐ guò shēngrì"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 22 | 生日","SUBLEVEL 4","practice","朋友的生日，你送给他什么？","péngyou de shēngrì, nǐ sòng gěi tā shénme?","一本书。","yì běn shū"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 22 | 生日","SUBLEVEL 4","practice","朋友的生日，你送给他什么？","péngyou de shēngrì, nǐ sòng gěi tā shénme?","一块手表。","yí kuài shǒubiǎo"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 23 | 上课","SUBLEVEL 1","warmup","你每天几点上课？","nǐ měitiān jǐ diǎn shàng kè?","我八点上课。","wǒ bā diǎn shàng kè"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 23 | 上课","SUBLEVEL 1","warmup","你每天几点上课？","nǐ měitiān jǐ diǎn shàng kè?","我九点开始上课。","wǒ jiǔ diǎn kāishǐ shàng kè"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 23 | 上课","SUBLEVEL 2","discussion","你今天有什么课？","nǐ jīntiān yǒu shénme kè?","我有汉语课。","wǒ yǒu hànyǔ kè"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 23 | 上课","SUBLEVEL 2","discussion","你今天有什么课？","nǐ jīntiān yǒu shénme kè?","我有英语课。","wǒ yǒu yīngyǔ kè"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 23 | 上课","SUBLEVEL 3","follow_up","你喜欢上课吗？","nǐ xǐhuan shàng kè ma?","我很喜欢。","wǒ hěn xǐhuan"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 24 | 你的汉语老师","SUBLEVEL 1","warmup","你的汉语老师是哪国人？","nǐ de hànyǔ lǎoshī shì nǎ guó rén?","他/她是越南人。","tā shì yuènán rén"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 24 | 你的汉语老师","SUBLEVEL 1","warmup","你的汉语老师是哪国人？","nǐ de hànyǔ lǎoshī shì nǎ guó rén?","他/她是中国人。","tā shì zhōngguó rén"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 24 | 你的汉语老师","SUBLEVEL 2","discussion","他今年多大？","tā jīnnián duō dà?","他今年……岁。","tā jīnnián …… suì"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 24 | 你的汉语老师","SUBLEVEL 3","follow_up","你们是从什么时候认识的？","nǐmen shì cóng shénme shíhou rènshi de?","我们是从今年认识的。","wǒmen shì cóng jīnnián rènshi de"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 24 | 你的汉语老师","SUBLEVEL 3","follow_up","你们是从什么时候认识的？","nǐmen shì cóng shénme shíhou rènshi de?","我们是从2026年认识的。","wǒmen shì cóng èr líng èr liù nián rènshi de"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 24 | 你的汉语老师","SUBLEVEL 4","practice","他/她的工作忙吗？","tā de gōngzuò máng ma?","很忙。","hěn máng"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 24 | 你的汉语老师","SUBLEVEL 4","practice","他/她的工作忙吗？","tā de gōngzuò máng ma?","不太忙。","bú tài máng"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 24 | 你的汉语老师","SUBLEVEL 5","wrapup","他/她喜欢做什么？","tā xǐhuān zuò shénme?","喜欢运动/看电影/看电视/看书。","xǐhuān yùndòng / kàn diànyǐng / kàn diànshì / kàn shū"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 24 | 你的汉语老师","SUBLEVEL 6","discussion","他/她经常帮助学生学汉语吗？","tā jīngcháng bāngzhù xuéshēng xué hànyǔ ma?","很经常。","hěn jīngcháng"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 25 | 生病","SUBLEVEL 1","warmup","你怎么了？","nǐ zěnme le?","我身体不太好。","wǒ shēntǐ bú tài hǎo"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 25 | 生病","SUBLEVEL 2","discussion","你去看医生了吗？","nǐ qù kàn yīshēng le ma?","去了，医生让我吃药。","qù le, yīshēng ràng wǒ chī yào"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 25 | 生病","SUBLEVEL 2","discussion","你去看医生了吗？","nǐ qù kàn yīshēng le ma?","还没有，我下午去。","hái méi yǒu, wǒ xiàwǔ qù"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 25 | 生病","SUBLEVEL 3","follow_up","生病的时候我们要怎么做？","shēngbìng de shíhou wǒmen yào zěnme zuò?","我们要在家休息，多喝水。","wǒmen yào zài jiā xiūxi, duō hē shuǐ"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 25 | 生病","SUBLEVEL 3","follow_up","生病的时候我们要怎么做？","shēngbìng de shíhou wǒmen yào zěnme zuò?","我们要吃药，早点睡觉。","wǒmen yào chī yào, zǎodiǎn shuìjiào"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 26 | 请帮助我","SUBLEVEL 1","warmup","你可以帮我吗？","nǐ kěyǐ bāng wǒ ma?","可以，我帮你。","kěyǐ, wǒ bāng nǐ"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 26 | 请帮助我","SUBLEVEL 1","warmup","你可以帮我吗？","nǐ kěyǐ bāng wǒ ma?","好的，你说吧。","hǎo de, nǐ shuō ba"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 26 | 请帮助我","SUBLEVEL 1","warmup","你可以帮我吗？","nǐ kěyǐ bāng wǒ ma?","不好意思，我现在有点忙。","bù hǎoyìsi, wǒ xiànzài yǒu diǎn máng"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 26 | 请帮助我","SUBLEVEL 2","discussion","请问，你可以帮我买一杯咖啡/一本书吗？","qǐngwèn, nǐ kěyǐ bāng wǒ mǎi yì bēi kāfēi / yì běn shū ma?","可以。","kěyǐ"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 26 | 请帮助我","SUBLEVEL 2","discussion","请问，你可以帮我买一杯咖啡/一本书吗？","qǐngwèn, nǐ kěyǐ bāng wǒ mǎi yì bēi kāfēi / yì běn shū ma?","不好意思，我现在没时间。","bù hǎoyìsi, wǒ xiànzài méi shíjiān"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 26 | 请帮助我","SUBLEVEL 3","follow_up","别人帮你的时候，你怎么说？","biérén bāng nǐ de shíhou, nǐ zěnme shuō?","谢谢你！","xièxie nǐ"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 26 | 请帮助我","SUBLEVEL 3","follow_up","别人帮你的时候，你怎么说？","biérén bāng nǐ de shíhou, nǐ zěnme shuō?","太感谢了！","tài gǎnxiè le"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 27 | 颜色","SUBLEVEL 1","warmup","你最喜欢/不喜欢什么颜色？","nǐ zuì xǐhuān / bù xǐhuān shénme yánsè?","红色/粉色/黑色/白色。","hóngsè / fěnsè / hēisè / báisè"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 27 | 颜色","SUBLEVEL 2","discussion","你有红色/粉色/黑色/白色的手表/手机/电脑吗？","nǐ yǒu hóngsè / fěnsè / hēisè / báisè de shǒubiǎo / shǒujī / diànnǎo ma?","有。","yǒu"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 27 | 颜色","SUBLEVEL 2","discussion","你有红色/粉色/黑色/白色的手表/手机/电脑吗？","nǐ yǒu hóngsè / fěnsè / hēisè / báisè de shǒubiǎo / shǒujī / diànnǎo ma?","没有。","méi yǒu"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 27 | 颜色","SUBLEVEL 3","follow_up","红色的手表比黑色的手表贵吗？","hóngsè de shǒubiǎo bǐ hēisè de shǒubiǎo guì ma?","红色的手表比黑色的手表贵一些。","hóngsè de shǒubiǎo bǐ hēisè de shǒubiǎo guì yìdiǎn"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 28 | 问距离（Hỏi khoảng cách）","SUBLEVEL 1","warmup","这儿离学校/公司/商店远吗？","zhèr lí xuéxiào / gōngsī / shāngdiàn yuǎn ma?","不远，走路十分钟就到。","bù yuǎn, zǒulù shí fēnzhōng jiù dào"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 28 | 问距离（Hỏi khoảng cách）","SUBLEVEL 1","warmup","这儿离学校/公司/商店远吗？","zhèr lí xuéxiào / gōngsī / shāngdiàn yuǎn ma?","有一点远，要坐车。","yǒu yìdiǎn yuǎn, yào zuò chē"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 28 | 问距离（Hỏi khoảng cách）","SUBLEVEL 1","warmup","这儿离学校/公司/商店远吗？","zhèr lí xuéxiào / gōngsī / shāngdiàn yuǎn ma?","很远，我每天坐公交车去。","hěn yuǎn, wǒ měitiān zuò gōngjiāochē qù"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 28 | 问距离（Hỏi khoảng cách）","SUBLEVEL 2","discussion","从你家到学校/公司/商店要多长时间？","cóng nǐ jiā dào xuéxiào / gōngsī / shāngdiàn yào duō cháng shíjiān?","二十分钟。","èrshí fēnzhōng"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 28 | 问距离（Hỏi khoảng cách）","SUBLEVEL 2","discussion","从你家到学校/公司/商店要多长时间？","cóng nǐ jiā dào xuéxiào / gōngsī / shāngdiàn yào duō cháng shíjiān?","很近，十分钟就到了。","hěn jìn, shí fēnzhōng jiù dào le"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 28 | 问距离（Hỏi khoảng cách）","SUBLEVEL 3","follow_up","你怎么去学校？为什么？","nǐ zěnme qù xuéxiào? wèishénme?","我坐公交车去，因为有点远。","wǒ zuò gōngjiāochē qù, yīnwèi yǒu diǎn yuǎn"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 29 | 你会写汉字吗？","SUBLEVEL 1","warmup","请问，你会写汉字吗？","qǐngwèn, nǐ huì xiě hànzì ma?","会，我会写一点。","huì, wǒ huì xiě yìdiǎn"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 29 | 你会写汉字吗？","SUBLEVEL 2","discussion","你写汉字写得好吗？","nǐ xiě hànzì xiě de hǎo ma?","不太好，还在学习。","bú tài hǎo, hái zài xuéxí"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 29 | 你会写汉字吗？","SUBLEVEL 2","discussion","你写汉字写得好吗？","nǐ xiě hànzì xiě de hǎo ma?","我写汉字写得很好。","wǒ xiě hànzì xiě de hěn hǎo"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 29 | 你会写汉字吗？","SUBLEVEL 3","follow_up","你觉得写汉字难不难？","nǐ juéde xiě hànzì nán bu nán?","很难。","hěn nán"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 29 | 你会写汉字吗？","SUBLEVEL 3","follow_up","你觉得写汉字难不难？","nǐ juéde xiě hànzì nán bu nán?","有一点难。","yǒu yìdiǎn nán"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 29 | 你会写汉字吗？","SUBLEVEL 4","practice","为什么？","wèishénme?","因为有很多汉字。","yīnwèi yǒu hěn duō hànzì"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 29 | 你会写汉字吗？","SUBLEVEL 5","wrapup","今天的汉字你写完了吗？","jīntiān de hànzì nǐ xiě wán le ma?","我写完了。","wǒ xiě wán le"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 29 | 你会写汉字吗？","SUBLEVEL 5","wrapup","今天的汉字你写完了吗？","jīntiān de hànzì nǐ xiě wán le ma?","我还没写完。","wǒ hái méi xiě wán"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 29 | 你会写汉字吗？","SUBLEVEL 6","discussion","这个汉字你会写吗？","zhè ge hànzì nǐ huì xiě ma?","我会写。","wǒ huì xiě"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 30 | 问路（Hỏi đường）","SUBLEVEL 1","warmup","请问，学校/医院/宾馆在哪儿？","qǐngwèn, xuéxiào / yīyuàn / bīnguǎn zài nǎr?","在前面。","zài qiánmiàn"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 30 | 问路（Hỏi đường）","SUBLEVEL 1","warmup","请问，学校/医院/宾馆在哪儿？","qǐngwèn, xuéxiào / yīyuàn / bīnguǎn zài nǎr?","在那边的路口。","zài nàbian de lùkǒu"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 30 | 问路（Hỏi đường）","SUBLEVEL 1","warmup","请问，学校/医院/宾馆在哪儿？","qǐngwèn, xuéxiào / yīyuàn / bīnguǎn zài nǎr?","在学校/商店旁边。","zài xuéxiào / shāngdiàn pángbiān"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 30 | 问路（Hỏi đường）","SUBLEVEL 2","discussion","从这儿怎么去学校/商店？","cóng zhèr zěnme qù xuéxiào / shāngdiàn?","一直走。","yìzhí zǒu"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 30 | 问路（Hỏi đường）","SUBLEVEL 2","discussion","从这儿怎么去学校/商店？","cóng zhèr zěnme qù xuéxiào / shāngdiàn?","一直走，到前面的路口再往右走。","yìzhí zǒu, dào qiánmiàn de lùkǒu zài wǎng yòu zǒu"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 30 | 问路（Hỏi đường）","SUBLEVEL 2","discussion","从这儿怎么去学校/商店？","cóng zhèr zěnme qù xuéxiào / shāngdiàn?","往左走。","wǎng zuǒ zǒu"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 30 | 问路（Hỏi đường）","SUBLEVEL 3","follow_up","离这儿远吗？","lí zhèr yuǎn ma?","不远，很近。","bù yuǎn, hěn jìn"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 30 | 问路（Hỏi đường）","SUBLEVEL 3","follow_up","离这儿远吗？","lí zhèr yuǎn ma?","有一点远。","yǒu yìdiǎn yuǎn"
"Chinese","Chinese_level_1-30_LucyLMS_Ready.docx","LEVEL 30 | 问路（Hỏi đường）","SUBLEVEL 3","follow_up","离这儿远吗？","lí zhèr yuǎn ma?","不太远，走路十分钟就到了。","bú tài yuǎn, zǒulù shí fēnzhōng jiù dào le"
