Language,File,Level,SubLevel,PromptType,Question,Question_Sub,Answer,Answer_Sub
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","","","","","","JA_STAGE_2_LEVEL_31-60",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 51 | つながったスピーチ","SUBLEVEL 5","discussion","問題解決","","問題解決について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 51 | つながったスピーチ","SUBLEVEL 5","discussion","問題解決","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 56 | B1-到達レベル","SUBLEVEL 1","warmup","B1-の安定したスピーキング能力","","B1-の安定したスピーキング能力について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 56 | B1-到達レベル","SUBLEVEL 1","warmup","B1-の安定したスピーキング能力","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 56 | B1-到達レベル","SUBLEVEL 2","discussion","90分連続スピーキング可能","","90分連続スピーキング可能について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 56 | B1-到達レベル","SUBLEVEL 2","discussion","90分連続スピーキング可能","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 56 | B1-到達レベル","SUBLEVEL 3","follow_up","説明・比較・理由付けが可能","","説明・比較・理由付けが可能について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 56 | B1-到達レベル","SUBLEVEL 3","follow_up","説明・比較・理由付けが可能","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 60 | 私の人生","SUBLEVEL 1","warmup","過去","","過去について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 60 | 私の人生","SUBLEVEL 1","warmup","過去","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 60 | 私の人生","SUBLEVEL 2","discussion","現在","","現在について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 60 | 私の人生","SUBLEVEL 2","discussion","現在","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 60 | 私の人生","SUBLEVEL 3","follow_up","強み","","強みについて話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 60 | 私の人生","SUBLEVEL 3","follow_up","強み","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 60 | 私の人生","SUBLEVEL 4","practice","課題","","課題について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 60 | 私の人生","SUBLEVEL 4","practice","課題","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 60 | 私の人生","SUBLEVEL 5","discussion","将来","","将来について話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 60 | 私の人生","SUBLEVEL 5","discussion","将来","","自分の経験や考えを説明します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 60 | 私の人生","SUBLEVEL 6","wrapup","人生ストーリー","","人生ストーリーについて話します。",""
"Japanese","JA_STAGE_2_LEVEL_31-60_STANDARDIZED.docx","LEVEL 60 | 私の人生","SUBLEVEL 6","wrapup","人生ストーリー","","自分の経験や考えを説明します。",""
